8.343683	4.95674
8.343683	4.95674
8.343683	4.95674
8.1588	6.11302
7.46586	9.05238
4.894705	7.488749
7.46532	9.05427
8.343683	4.95674
7.51548	7.85873
13.086842	11.848296
7.50642	6.424269
7.599267	12.987445
3.371777	6.559879
3.355223	6.517313
3.251449	6.551501
7.46584	9.05266
3.33065	6.660751
4.53603	7.76318
3.278085	6.60257
3.278085	6.60257
7.46228	9.06026
3.35623	6.58226
4.570647	7.519592
3.20463	6.51671
3.336564	6.644213
7.474066	6.462905
4.897421	7.775985
3.299189	6.597262
4.56466	7.49354
3.34275	6.65007
3.434333	6.447473
6.57043	9.609164
6.958128	4.810928
7.121554	6.24138
7.467982	10.530724
8.343683	4.95674
8.343683	4.95674
3.35097	6.49351
3.509473	6.442481
6.738865	7.802013
3.273583	6.687876
6.81285	6.1529
3.3801	6.509213
3.971968	7.36637
6.95892	4.78846
8.343683	4.95674
8.343683	4.95674
8.343683	4.95674
6.97521	4.81806
3.527702	6.587551
3.377117	6.624261
3.418055	6.735265
9.808122	10.276775
3.278451	6.597274
4.49646	8.47028
3.477325	6.435113
5.626501	6.286956
8.550866	11.93726
8.519683	12.007842
8.526143	11.849809
3.286781	6.589674
7.93119	5.025006
7.414625	9.088295
7.719696	11.090579
3.273931	6.683652
3.351917	6.500817
7.427907	9.07544
7.914122	5.052686
3.55944	6.66027
8.523314	11.981951
3.387384	6.633457
7.530562	6.464789
9.963821	12.506243
7.436598	8.991192
7.42581	10.50345
3.420951	6.441139
8.571877	12.008478
8.486444	12.003559
8.519329	11.985041
8.6742	9.0846
8.6742	9.0846
3.161047	6.679171
3.392876	6.525557
8.6742	9.0846
8.566177	11.987041
8.6742	9.0846
3.293697	6.533032
7.51901	9.062755
3.377002	6.56036
9.78644	10.27842
3.377002	6.56036
4.542612	7.496863
7.03613	4.90184
3.31837	7.11703
4.547687	8.558934
6.26082	7.60851
11.16666	10.29353
4.773419	7.633335
5.247982	13.058803
3.918224	7.420774
3.8852	6.79251
3.27959	6.53428
12.49609	9.196703
4.89602	7.482428
8.891058	9.836564
3.56421	6.45949
3.87968	7.35468
8.33017	4.99062
7.518902	9.036599
3.899793	7.44269
3.32074	6.659906
3.38067	6.59012
3.37787	6.609055
4.773455	7.633375
3.27282	6.46908
7.561852	9.007157
3.36762	6.52861
3.354096	6.523574
3.38076	6.487483
7.624108	12.973002
9.09362	10.05992
3.302741	6.624833
4.529475	7.493863
7.60114	12.993967
7.615269	13.006118
3.414424	6.60981
3.417177	6.440774
3.239903	6.578509
4.55432	7.77799
13.135745	11.857999
5.251997	13.057131
3.375765	6.634907
11.176457	10.279514
3.335139	6.574914
3.375765	6.634907
7.518974	9.062797
6.97525	4.81947
7.43202	10.48104
7.41957	10.54728
3.378495	6.495676
7.464118	9.060167
7.51647	10.43195
3.166745	6.679705
3.282657	6.448479
5.613827	6.305821
7.410259	9.107631
9.412462	9.335198
3.304903	6.510811
3.227486	6.7269
5.228904	7.645205
5.76617	7.54308
7.013209	4.78935
6.908423	4.900638
8.90072	9.92016
3.574432	6.469927
7.400914	10.504815
7.70349	5.180216
7.396564	9.062628
7.405648	9.106122
3.970002	7.365477
4.192603	7.623175
3.468586	6.439965
7.447438	9.016594
3.377003	6.560361
3.31922	6.66146
4.555969	7.780477
7.652639	11.155859
7.268674	8.985738
3.972241	7.374894
7.56232	8.9894
3.5098	6.64258
7.467606	6.298339
3.965055	7.443806
7.033812	5.511768
8.55055	11.95671
6.233274	7.557955
7.447839	9.016391
5.613914	6.30581
7.014276	4.831526
6.523502	9.626298
5.259894	7.728805
3.87819	7.44618
3.22208	6.777721
3.22208	6.777721
13.12293	11.797206
8.603486	11.968618
3.2872	7.15625
3.3281	7.13594
5.232074	7.655168
3.310491	6.65216
11.15023	10.29564
4.598439	8.43253
3.469566	6.43123
3.289384	6.483669
3.971933	7.366571
7.05911	4.78315
3.029169	6.484671
3.57811	6.467967
6.982961	4.864881
8.89831	9.92165
3.4736	6.4488
3.30852	6.46275
7.518974	9.062797
3.4732	6.44893
8.57218	12.0035
4.450234	7.708411
3.7197	6.889049
3.32097	6.64834
