-64.228002	-31.435056
-58.60325	-34.660486
-58.383523	-34.713508
-55.932296	-27.416781
-58.449965	-34.598767
-57.534192	-38.025364
-68.880221	-32.919262
-58.383371	-34.938262
-58.368908	-34.611851
-58.582793	-34.6841
-58.337283	-34.798153
-58.326173	-34.770046
-64.140054	-31.38019
-65.243947	-26.822135
-64.275602	-27.77566
-56.873931	-37.108527
-57.617614	-37.958942
-65.224308	-26.879096
-62.063486	-35.856508
-62.103813	-31.434526
-58.541792	-34.699453
-58.91317	-34.436637
-59.651143	-29.154074
-59.81639	-37.66136
-58.206015	-34.819958
-69.206265	-38.939835
-58.605344	-34.685701
-58.382881	-34.711315
-58.026227	-34.896291
-62.290189	-38.726512
-58.275423	-34.788809
-57.894293	-36.86345
-64.19456	-31.362359
-58.326171	-34.770047
-68.523002	-31.546442
-57.579803	-37.970234
-62.263476	-38.715299
-57.905022	-34.934032
-66.300062	-33.287597
-60.690025	-32.936149
-55.906513	-27.4106
-58.385196	-34.759928
-58.664313	-34.459607
-60.281987	-38.379518
-58.887851	-34.487481
-59.860399	-36.786437
-58.388149	-34.809892
-57.593999	-37.984527
-58.563784	-34.613545
-68.597289	-31.535455
-58.388726	-34.795238
-64.183137	-28.289503
-58.53877	-34.474579
-58.513563	-34.632571
-58.156298	-34.796317
-57.840757	-38.270278
-64.290505	-36.621565
-60.386465	-33.259692
-60.460625	-34.652031
-62.265431	-38.715345
-59.031836	-31.868076
-58.294976	-34.778665
-58.563882	-34.462575
-55.761594	-27.919105
-58.958888	-34.602265
-69.209332	-51.646743
-64.26559	-31.33866
-58.576974	-34.598763
-58.721538	-34.625884
-55.891415	-27.368505
-58.237	-34.723073
-58.743482	-34.52146
-64.268651	-27.830509
-57.429343	-37.653187
-58.334508	-34.816151
-58.953394	-34.1625
-65.277419	-24.194954
-61.123153	-36.222397
-58.94619	-27.474887
-68.856656	-32.85728
-68.526564	-31.547385
-62.276825	-38.696561
-62.276825	-38.696561
-58.677807	-34.688439
-58.790614	-34.647199
-58.596626	-34.616892
-58.412175	-34.612779
-64.110835	-32.172808
-55.948735	-27.371711
-62.623818	-33.607654
-60.656956	-32.996506
-60.807911	-34.828225
-56.70797	-36.583101
-68.85683	-32.847702
-71.081007	-39.948798
-68.842312	-32.950219
-61.288167	-27.325077
-68.885212	-32.894773
-64.223458	-31.390929
-57.691578	-36.314786
-64.108841	-30.979991
-58.668403	-34.636705
-60.756332	-31.670816
-58.532387	-34.578497
-58.497999	-34.668885
-65.196856	-26.815231
-57.985	-34.949076
-58.196704	-34.77053
-58.293955	-34.751615
-60.946806	-34.56612
-59.013781	-27.459095
-57.767265	-37.927248
-65.176576	-26.823098
-58.539754	-34.861564
-65.259495	-26.723114
-58.474035	-34.60178
-58.021598	-34.908588
-68.14693	-38.818217
-60.250087	-33.35324
-58.454409	-34.645509
-62.086397	-38.856523
-60.934294	-34.57248
-58.395156	-34.602789
-64.357086	-33.115722
-58.557694	-34.50876
-68.059105	-38.946883
-58.423416	-34.777908
-58.222109	-37.837334
-56.698679	-36.552061
-64.163345	-31.441532
-60.221039	-33.352719
-58.975	-27.425214
-65.413742	-27.048041
-58.640631	-34.607214
-68.52185	-31.441884
-58.022437	-34.896829
-64.072407	-31.252449
-64.226809	-31.465843
-64.2893	-31.32372
-65.217821	-26.832634
-64.185224	-31.354425
-60.23527	-33.354764
-58.417589	-34.569311
-58.196703	-34.770529
-57.851988	-34.875271
-65.471296	-33.677382
-68.931538	-37.391916
-65.480158	-33.664728
-60.235303	-33.354761
-60.690016	-32.936136
-64.723678	-33.384973
-58.461487	-34.625027
-65.026897	-42.779212
-58.318724	-34.784103
-65.40652	-27.055168
-57.119815	-29.715172
-58.742273	-38.554092
-58.326097	-34.764143
-58.5933	-34.549916
-59.450372	-31.34388
-65.210621	-26.828704
-65.213906	-26.825034
-65.772685	-28.443029
-58.381922	-34.612059
-58.661948	-34.626841
-60.934294	-34.57248
-58.637901	-34.820388
-57.584968	-38.027448
-57.943781	-34.908598
-69.198236	-51.641771
-63.773218	-35.667584
-58.5725	-34.657092
-58.644309	-34.816461
-57.844877	-38.259487
-64.254716	-31.3861
-60.026137	-36.354784
-56.724449	-36.36971
-58.419303	-34.604542
-58.379393	-34.611702
-54.611382	-26.405245
-58.769002	-27.456917
-58.468771	-34.625516
-64.953912	-40.733587
-62.035456	-34.323069
-58.544453	-34.663371
-64.423871	-31.653579
-57.912008	-34.852564
-60.636374	-33.081608
-60.976904	-37.380007
-58.412725	-32.153836
-58.36418	-34.636062
-60.538535	-31.725871
-71.316209	-41.13362
-65.157218	-26.838325
-58.393786	-34.634031
-58.47436	-34.6382
-58.22937	-32.4895
-62.09258	-31.1585
-56.645239	-29.179378
-54.619037	-26.407978
-64.174069	-31.433886
-68.832714	-32.918167
-60.727287	-32.914275
-58.311649	-34.790693
-58.516122	-33.005349
-64.322634	-33.140453
-64.790318	-23.815023
-58.475584	-34.553094
-61.961246	-33.746873
-61.728199	-36.306936
-58.693135	-34.537938
-54.59741	-26.410703
-58.988866	-27.463224
-64.189126	-31.376025
-65.248669	-26.803507
-64.161624	-31.401343
-58.378116	-34.618427
-60.710693	-31.651732
-55.757342	-27.934396
-57.962496	-34.900637
-64.156927	-31.356864
-58.620244	-34.646425
-58.609005	-34.576095
-64.188764	-31.426388
-67.997806	-38.92868
-57.3504	-35.378581
-58.618867	-34.654714
-58.988012	-27.4601
